first_name,last_name,score,style,YOE,IDE,Programming language,location,Number of github repos contributed to,Employer,OS,job title,age
Roberto,Joseph ,5,spaces,16,Eclipse,C,Europe,0,Spotify,MacOS,Senior Engineer,36.7
Brantley,Richards ,3,tabs,6,pyCharm,Python,Asia,4,Apple,Windows,SWE 1,34.6
Russell,Hood ,6,tabs,8,Eclipse,C++,North America,3,Apple,Windows,SWE 2,29.2
Sawyer,Shannon ,7,spaces,12,VSCode,Javascript,North America,0,Amazon,Windows,SWE 2,29.5
Erick,Fischer ,2,tabs,5,Intellij,R,Antarctica,0,Instagram,Linux,Distinguished Engineer,29.9
Alexandra,Cantu ,2,tabs,8,Intellij,Javascript,Europe,0,Facebook,Linux,Distinguished Engineer,31.9
Kenneth,Rogers ,6,tabs,5,Visual Studio,Python,North America,0,Apple,MacOS,Senior Engineer,29.1
Noel,Lindsey ,2,spaces,15,Visual Studio,C,Europe,0,Spotify,Linux,Distinguished Engineer,27.5
Alessandra,Beltran ,6,tabs,7,Eclipse,Java,Africa,0,Apple,Windows,SWE 2,40.3
Xavier,Banks ,5,tabs,6,Eclipse,GO,Europe,0,Apple,MacOS,Senior Engineer,35.1
Mckenna,Wade ,9,spaces,15,Visual Studio,Java,North America,0,Microsoft,Windows,SWE 1,30.4
Stephen,Norton ,3,tabs,7,Eclipse,C,Asia,1,Snapchat,Linux,Distinguished Engineer,32.8
Sutton,Randolph ,5,tabs,6,Vim,C#,Europe,1,Netflix,Linux,Distinguished Engineer,30.2
Sienna,Donovan ,10,spaces,13,Intellij,Python,Europe,0,Twitter,Windows,SWE 2,32.3
Carter,Nichols ,5,tabs,7,Eclipse,Python,Africa,0,Facebook,MacOS,Senior Engineer,33.8
Aliyah,Hendrix ,10,spaces,15,Eclipse,C#,Europe,0,Uber,Windows,SWE 2,30.2
Calvin,Love ,8,spaces,15,Visual Studio,GO,Asia,3,Uber,MacOS,Principal Engineer,28.5
Amiyah,Townsend ,6,tabs,8,XCode,R,Europe,0,Snapchat,Windows,SWE 2,34.8
Charlotte,Mitchell ,9,spaces,13,Visual Studio,Javascript,North America,0,Spotify,Windows,SWE 2,31.6
Stevie,Richardson ,2,tabs,8,VSCode,PHP,Europe,3,Uber,Windows,SWE 1,31.4
Rylee,Shaffer ,6,spaces,20,VSCode,Java,North America,0,Snapchat,MacOS,Senior Engineer,34.7
Giselle,Franklin ,9,tabs,8,Eclipse,R,Asia,0,Netflix,Windows,SWE 1,32.7
Kira,Moody ,5,tabs,5,VSCode,R,Europe,0,Snapchat,MacOS,Senior Engineer,34.1
Rhett,Anderson ,5,tabs,6,VSCode,C#,Antarctica,0,Uber,MacOS,Principal Engineer,30.9
Jason,Everett ,4,tabs,7,pyCharm,C,Africa,1,Snapchat,Windows,SWE 2,34.9
Cora,Cole ,5,tabs,8,XCode,R,Europe,2,Snapchat,MacOS,Senior Engineer,33.9
Cameron,Mcclain ,5,spaces,14,Visual Studio,PHP,Antarctica,3,Spotify,MacOS,Principal Engineer,31.3
Chloe,Swanson ,5,tabs,7,Visual Studio,Swift,Antarctica,0,Snapchat,Windows,SWE 1,32.4
Lane,Steele ,7,spaces,17,Intellij,C,Antarctica,0,Netflix,Windows,SWE 1,35.5
Hadley,Montgomery ,4,spaces,13,Eclipse,Java,Asia,1,Snapchat,MacOS,Senior Engineer,29.8
Vivian,Clark ,2,spaces,15,pyCharm,C#,Africa,0,Twitter,MacOS,Senior Engineer,32.2
Dakota,Dodson ,8,tabs,6,pyCharm,C,Asia,0,Instagram,Linux,Principal Engineer,32.4
Adelynn,Woods ,4,spaces,19,Intellij,PHP,Asia,3,Uber,MacOS,Principal Engineer,27.6
Natalia,Parks ,0,spaces,13,Vim,C,Europe,0,Spotify,Windows,SWE 1,27.7
Anastasia,Hutchinson ,9,spaces,17,Visual Studio,Javascript,Asia,0,Twitter,Windows,SWE 1,25.8
Paxton,Barton ,7,tabs,7,VSCode,Swift,North America,0,Netflix,Windows,SWE 2,33
Liliana,Ibarra ,10,spaces,12,VSCode,C++,Antarctica,1,Amazon,Windows,Senior Engineer,36.3
Emory,Ramos ,1,tabs,6,XCode,C#,Antarctica,4,Facebook,Linux,Distinguished Engineer,23.7
Alexandria,Alvarado ,4,spaces,14,Intellij,R,North America,2,Instagram,Linux,Principal Engineer,33.9
Kevin,Bradshaw ,3,tabs,6,Emacs,PHP,Europe,4,Apple,Windows,SWE 2,31.3
Kaden,Gallegos ,6,tabs,8,VSCode,R,Antarctica,0,Apple,MacOS,Senior Engineer,30
Theo,Johns ,2,spaces,18,VSCode,PHP,Asia,0,Amazon,MacOS,Senior Engineer,31.6
Wyatt,O?Neill ,8,spaces,15,pyCharm,C++,Antarctica,1,Snapchat,Windows,Senior Engineer,33.2
Malani,Hampton ,9,spaces,16,Visual Studio,Java,Antarctica,3,Apple,MacOS,Principal Engineer,32.9
Maeve,Hill ,8,spaces,19,XCode,C++,North America,0,Amazon,MacOS,Senior Engineer,32.6
Johnathan,Trejo ,7,tabs,5,Intellij,R,North America,0,Microsoft,Windows,SWE 2,34.8
Adam,Hoover ,3,spaces,17,VSCode,C++,Antarctica,3,Netflix,Windows,SWE 2,34.2
Eden,Stanton ,3,tabs,5,VSCode,Javascript,Antarctica,0,Snapchat,Windows,SWE 2,34
Paige,Arias ,0,tabs,8,Eclipse,C,Asia,2,Facebook,MacOS,Principal Engineer,31.5
Briggs,Conway ,8,spaces,13,Vim,R,North America,0,Apple,Windows,SWE 2,32.5
Clara,Nolan ,6,tabs,9,VSCode,C#,North America,0,Amazon,Linux,Principal Engineer,30.7
Ruby,Schmitt ,5,tabs,6,XCode,Python,Antarctica,1,Apple,Windows,SWE 1,37.7
Milan,Velasquez ,2,tabs,6,XCode,C#,Antarctica,0,Google,Windows,SWE 2,31.5
Joanna,Peck ,3,tabs,6,VSCode,Python,Antarctica,0,Microsoft,Windows,SWE 2,38.3
Gregory,Atkins ,1,spaces,12,Intellij,C#,Asia,0,Twitter,MacOS,Senior Engineer,36.9
Cristian,Walton ,4,spaces,12,Visual Studio,GO,Europe,0,Uber,Windows,SWE 1,37.4
Fiona,Guevara ,7,spaces,14,Visual Studio,C#,Africa,0,Apple,MacOS,Senior Engineer,34.5
Camden,Ware ,8,spaces,16,Intellij,Python,Asia,0,Uber,Windows,SWE 2,30.2
Waylon,Trejo ,9,tabs,5,Visual Studio,Javascript,Europe,0,Instagram,Linux,Principal Engineer,31.1
Theo,Dyer ,8,tabs,5,Visual Studio,Java,Africa,0,Amazon,Windows,SWE 2,36.1
Griffin,Ortiz ,8,tabs,9,XCode,C#,Antarctica,2,Twitter,Windows,SWE 1,27.8
Kason,Zamora ,1,tabs,7,Intellij,Python,Asia,0,Spotify,Windows,SWE 1,30.6
Josue,Sutton ,0,spaces,14,pyCharm,Java,Asia,1,Microsoft,Windows,SWE 1,40.4
Lincoln,Jennings ,1,tabs,8,Intellij,R,Antarctica,4,Spotify,Windows,Senior Engineer,35.4
Aitana,Vo ,8,spaces,17,VSCode,C,Europe,2,Amazon,Windows,SWE 2,35.5
Laura,Benjamin ,9,spaces,15,Visual Studio,Swift,Africa,4,Amazon,Linux,Principal Engineer,21.7
Cruz,George ,9,tabs,7,Vim,C++,North America,1,Apple,Windows,SWE 2,31.9
Azalea,Miller ,10,spaces,9,Emacs,C#,Europe,0,Apple,Windows,Senior Engineer,30.7
Alan,Rowe ,3,tabs,7,XCode,PHP,Asia,0,Facebook,Linux,Distinguished Engineer,34
Archie,Rodgers ,8,tabs,7,Visual Studio,Java,Africa,0,Twitter,MacOS,Senior Engineer,32.3
Lane,Bonilla ,7,spaces,17,Vim,Java,North America,0,Facebook,MacOS,Principal Engineer,30.6
River,Hill ,2,spaces,16,Visual Studio,Java,Asia,0,Instagram,Linux,Principal Engineer,29.2
Sawyer,Finley ,0,tabs,8,Visual Studio,Javascript,Asia,0,Uber,Windows,SWE 2,31.6
Iker,Villarreal ,2,spaces,18,Visual Studio,C,Antarctica,0,Uber,MacOS,Principal Engineer,35.1
Amara,Blankenship ,7,spaces,14,Visual Studio,Javascript,Africa,0,Google,Windows,SWE 1,33.8
Arielle,Beltran ,7,tabs,7,Visual Studio,C,Africa,0,Uber,MacOS,Principal Engineer,26.4
Willow,Bradley ,6,tabs,5,Visual Studio,Java,North America,0,Snapchat,Windows,SWE 1,28.8
Royce,Duffy ,4,spaces,14,Eclipse,Python,Africa,3,Netflix,Windows,SWE 1,30.6
Braxton,Lambert ,6,spaces,15,Visual Studio,Python,Africa,1,Netflix,Windows,SWE 1,33.4
Brantley,Decker ,5,spaces,16,Eclipse,C#,Antarctica,0,Facebook,Windows,SWE 2,35.8
Wesley,Jefferson ,1,tabs,8,Vim,Java,Asia,0,Instagram,Linux,Distinguished Engineer,33.7
Adriel,Farmer ,5,tabs,7,XCode,Python,Europe,0,Twitter,Windows,SWE 2,38.6
Parker,Hutchinson ,2,tabs,8,XCode,C#,Asia,0,Spotify,Linux,Distinguished Engineer,26.8
Kairo,Nava ,6,tabs,8,VSCode,C#,North America,1,Apple,Windows,SWE 2,28.4
Ismael,Paul ,5,tabs,8,pyCharm,Python,Antarctica,0,Uber,Windows,SWE 1,37.6
Rosemary,Berg ,5,tabs,8,XCode,R,North America,0,Snapchat,Windows,SWE 2,30.9
Selah,Trevino ,3,tabs,6,Visual Studio,PHP,Asia,0,Google,Linux,Distinguished Engineer,38.5
Gianna,Stone ,10,tabs,8,XCode,Java,Antarctica,0,Twitter,Windows,SWE 2,35.2
Jasper,Avery ,7,spaces,17,Visual Studio,GO,Antarctica,0,Spotify,Windows,SWE 1,30.5
Elian,Rich ,2,tabs,6,VSCode,C++,Asia,0,Spotify,Linux,Distinguished Engineer,34.5
Violet,Cole ,3,tabs,7,Eclipse,C,Asia,0,Apple,MacOS,Principal Engineer,32.5
Troy,Hartman ,1,tabs,8,Eclipse,PHP,Asia,0,Apple,Linux,Principal Engineer,31.8
Paul,Guevara ,1,tabs,6,Emacs,Python,Asia,0,Uber,Windows,SWE 2,33.1
Philip,Stark ,3,spaces,14,Vim,Swift,North America,0,Netflix,MacOS,Principal Engineer,33.5
Audrey,Pugh ,3,tabs,5,Visual Studio,Java,Europe,0,Twitter,Windows,SWE 1,39.2
Julius,Cook ,8,spaces,14,XCode,Python,North America,0,Microsoft,Windows,SWE 2,30.1
Celeste,Chapman ,5,tabs,6,pyCharm,Javascript,Antarctica,2,Snapchat,Windows,SWE 2,35
Remy,Vang ,1,tabs,7,Vim,Java,North America,0,Apple,Windows,SWE 1,29.4
Kora,Hartman ,7,spaces,14,Visual Studio,Java,North America,0,Twitter,Linux,Principal Engineer,31.2
Addison,Poole ,7,tabs,5,Vim,Javascript,Asia,0,Snapchat,Windows,SWE 2,33.5
Melody,Khan ,0,tabs,7,XCode,PHP,Antarctica,0,Microsoft,Linux,Distinguished Engineer,31.3
Thiago,Sheppard ,9,spaces,21,Vim,Javascript,North America,3,Instagram,Windows,SWE 1,31
Bruce,Ellis ,9,spaces,16,Visual Studio,GO,Antarctica,3,Amazon,MacOS,Principal Engineer,31.8
Skye,Ramsey ,1,tabs,6,Visual Studio,C#,Asia,0,Uber,MacOS,Senior Engineer,29.2
Kashton,Pittman ,5,tabs,5,Eclipse,Java,Antarctica,0,Uber,Windows,SWE 2,27.6
Natalia,Benton ,5,tabs,6,Vim,C#,Europe,0,Facebook,Windows,SWE 2,37.8
Mariah,Knapp ,3,tabs,7,Intellij,Java,Asia,0,Microsoft,Windows,SWE 1,33.3
Lola,Monroe ,4,spaces,13,Visual Studio,Python,Europe,0,Twitter,Windows,SWE 2,34.9
Allen,Robbins ,8,spaces,18,XCode,Python,North America,5,Apple,Windows,SWE 2,31.7
Tobias,King ,3,tabs,8,XCode,C,Europe,2,Facebook,Windows,SWE 2,33.3
Amanda,Crane ,7,tabs,7,Visual Studio,R,Asia,0,Twitter,Windows,SWE 2,31
Skyler,Walsh ,0,spaces,14,VSCode,PHP,Asia,0,Twitter,Windows,SWE 2,30.6
Evelynn,Weaver ,9,spaces,17,Visual Studio,R,Africa,0,Apple,MacOS,Senior Engineer,34.8
Sloane,Weber ,9,tabs,7,Eclipse,Python,Europe,0,Apple,Windows,SWE 1,33.9
Braylen,Stanton ,9,tabs,5,VSCode,GO,Asia,4,Facebook,Windows,Senior Engineer,29.8
Raelynn,Watkins ,2,tabs,8,Intellij,R,Asia,0,Instagram,Windows,SWE 1,31.3
Serena,Holland ,4,spaces,11,Visual Studio,GO,Africa,0,Twitter,Windows,SWE 1,33.2
Dylan,Salgado ,8,spaces,16,XCode,C#,Antarctica,0,Microsoft,Windows,Senior Engineer,31.3
Jonathan,Gordon ,2,tabs,6,Intellij,Java,Antarctica,4,Spotify,Windows,SWE 1,29.1
Ava,Waller ,4,tabs,8,XCode,PHP,Europe,0,Snapchat,Windows,SWE 1,36.9
Kyrie,Cardenas ,5,spaces,16,Visual Studio,Python,Africa,4,Snapchat,MacOS,Senior Engineer,37.6
Adriel,Morton ,1,tabs,6,Emacs,Javascript,Europe,0,Uber,Windows,SWE 1,31.7
Samara,Erickson ,3,tabs,8,XCode,C++,Asia,4,Uber,Windows,SWE 1,38.2
Elliott,Stone ,6,tabs,5,VSCode,C#,Africa,3,Amazon,MacOS,Senior Engineer,35.1
London,Graham ,4,tabs,6,Visual Studio,C#,Antarctica,0,Microsoft,MacOS,Senior Engineer,36.9
Alexis,Hancock ,2,tabs,6,Vim,C++,Europe,0,Spotify,MacOS,Principal Engineer,30.7
Rose,David ,8,spaces,13,Visual Studio,Javascript,Africa,0,Microsoft,MacOS,Senior Engineer,33.9
Everly,Kline ,1,tabs,9,VSCode,Javascript,Europe,0,Facebook,Windows,SWE 2,24.8
Ari,George ,3,spaces,15,Visual Studio,Java,Europe,0,Amazon,MacOS,Senior Engineer,33.1
Celine,Raymond ,1,tabs,8,Eclipse,PHP,Asia,1,Uber,Windows,SWE 2,35.3
Arlo,Reilly ,2,tabs,9,Vim,Java,Africa,0,Spotify,MacOS,Senior Engineer,30.3
Legacy,Reynolds ,1,tabs,7,VSCode,Swift,Asia,0,Instagram,Windows,SWE 1,31.9
Tripp,Long ,2,tabs,6,XCode,C++,Asia,3,Spotify,Linux,Distinguished Engineer,32.9
Thomas,Perez ,7,spaces,17,pyCharm,Swift,Antarctica,0,Amazon,Linux,Principal Engineer,32.7
Dream,Hubbard ,5,spaces,16,XCode,PHP,Europe,0,Uber,MacOS,Principal Engineer,28.7
Margaret,Clements ,9,tabs,6,Emacs,C#,Antarctica,0,Netflix,MacOS,Principal Engineer,33.5
Aaron,Delarosa ,0,tabs,8,VSCode,Javascript,Europe,0,Snapchat,Linux,Distinguished Engineer,30.1
Solomon,Flowers ,4,spaces,11,Intellij,Java,Europe,0,Google,MacOS,Principal Engineer,42.4
Scarlet,Melton ,4,tabs,7,Eclipse,Javascript,Asia,0,Microsoft,Linux,Distinguished Engineer,37.5
Addilyn,Cannon ,2,spaces,18,VSCode,C#,Antarctica,0,Twitter,Linux,Distinguished Engineer,28.1
Stella,Neal ,2,tabs,7,Vim,Javascript,Africa,0,Twitter,MacOS,Senior Engineer,32.9
Andy,Clarke ,6,spaces,18,Emacs,Python,Africa,0,Apple,Linux,Distinguished Engineer,32.8
Scarlett,Duran ,2,spaces,12,Visual Studio,C++,Asia,0,Microsoft,Windows,SWE 1,31.3
Maria,Bentley ,1,tabs,9,Visual Studio,Python,Europe,0,Uber,MacOS,Senior Engineer,20.7
Jay,Walls ,4,spaces,17,VSCode,Java,Asia,3,Snapchat,Linux,Principal Engineer,31.8
Tobias,Cordova ,8,spaces,17,Visual Studio,C#,Europe,0,Microsoft,Windows,Senior Engineer,29.1
Tripp,Simpson ,0,tabs,9,Emacs,Javascript,Europe,2,Twitter,MacOS,Senior Engineer,30.9
Cash,Woodard ,1,tabs,8,Eclipse,C,Europe,0,Instagram,Linux,Principal Engineer,29.7
Maximus,Middleton ,4,spaces,19,Visual Studio,Python,Asia,0,Facebook,MacOS,Senior Engineer,30.4
Georgia,Woodward ,5,tabs,6,Emacs,Python,Asia,2,Netflix,Linux,Principal Engineer,30.4
Daisy,Velazquez ,2,tabs,8,XCode,C++,Asia,0,Uber,MacOS,Principal Engineer,31.4
Kylo,Osborne ,3,spaces,16,VSCode,Python,Antarctica,1,Twitter,MacOS,Principal Engineer,37.7
Alicia,Mccann ,9,spaces,17,Visual Studio,Python,Antarctica,0,Apple,Windows,SWE 1,28.8
Dominick,Russell ,9,spaces,13,VSCode,Java,North America,0,Snapchat,Linux,Principal Engineer,26
Cassius,Potter ,0,tabs,6,XCode,C++,Antarctica,0,Netflix,Windows,SWE 1,34.2
Kira,Shannon ,5,tabs,7,Eclipse,C++,Antarctica,0,Facebook,Windows,SWE 2,30.9
Cohen,Leach ,8,tabs,7,pyCharm,Python,Asia,0,Microsoft,Windows,SWE 1,33.9
Eliana,Booker ,7,tabs,8,XCode,Python,North America,4,Uber,Windows,SWE 1,33.5
Kyrie,Sherman ,3,spaces,16,Emacs,PHP,Europe,0,Netflix,Windows,SWE 2,27.3
Noelle,Murray ,10,spaces,19,Visual Studio,Javascript,Europe,0,Google,MacOS,Senior Engineer,41.2
Remy,Randall ,7,tabs,7,XCode,Python,North America,0,Facebook,Linux,Principal Engineer,26
Maisie,Haley ,9,spaces,18,Visual Studio,Javascript,North America,0,Microsoft,Windows,SWE 2,24.8
Gabrielle,Chapman ,9,spaces,16,VSCode,C++,Antarctica,0,Microsoft,Windows,SWE 2,34.5
Mateo,Velez ,5,spaces,17,VSCode,C#,Antarctica,0,Microsoft,Windows,SWE 1,36
Mark,Cardenas ,9,tabs,8,VSCode,C++,Africa,0,Apple,Windows,SWE 2,32.8
Aylin,Wall ,4,spaces,15,VSCode,R,Antarctica,0,Twitter,Windows,SWE 2,26.3
Frederick,Pearson ,8,spaces,15,Eclipse,Java,Antarctica,0,Instagram,MacOS,Principal Engineer,32.3
John,Green ,7,tabs,7,pyCharm,Python,Asia,0,Spotify,Windows,SWE 1,33.4
Stetson,Stanton ,6,spaces,16,Eclipse,Python,Antarctica,0,Apple,Windows,SWE 2,29.1
Noah,Benjamin ,9,tabs,7,Visual Studio,C,Africa,5,Snapchat,Windows,Senior Engineer,40
Emily,Dudley ,2,tabs,7,VSCode,Java,Europe,0,Spotify,MacOS,Principal Engineer,31.9
Jayden,Skinner ,3,spaces,18,VSCode,C++,Asia,0,Netflix,Windows,SWE 1,31
Evan,Bauer ,5,spaces,15,Visual Studio,Swift,Antarctica,0,Facebook,Windows,SWE 2,34.5
Samantha,Ortega ,2,tabs,7,XCode,C++,Antarctica,0,Twitter,Windows,SWE 1,29.4
Silas,Blankenship ,4,spaces,16,Eclipse,C#,Africa,0,Netflix,Windows,SWE 1,36.8
Amaya,Clayton ,5,spaces,15,VSCode,Swift,Antarctica,0,Google,MacOS,Senior Engineer,38.7
Hayden,Moody ,0,tabs,5,Visual Studio,PHP,Asia,0,Amazon,MacOS,Senior Engineer,30
Melissa,Patel ,6,spaces,18,XCode,C++,North America,0,Facebook,Linux,Principal Engineer,29.4
Saylor,Mosley ,6,spaces,18,VSCode,Python,Asia,0,Netflix,Windows,SWE 2,29.8
Bodhi,Gallagher ,5,tabs,8,Vim,Python,Europe,3,Instagram,MacOS,Senior Engineer,30.6
Armani,Franklin ,10,spaces,15,Visual Studio,PHP,Europe,3,Uber,Windows,SWE 2,25.6
Izabella,Duarte ,4,spaces,17,Visual Studio,C#,Antarctica,0,Snapchat,Windows,SWE 2,31.3
Camila,Shaw ,1,spaces,16,Visual Studio,C++,Africa,0,Twitter,Linux,Distinguished Engineer,30.8
Kyson,Hampton ,4,tabs,5,XCode,Python,Europe,0,Amazon,Windows,SWE 2,38.9
Angel,Cummings ,6,tabs,9,pyCharm,R,Asia,0,Amazon,Windows,SWE 1,39
Maximus,Hayden ,9,spaces,17,Eclipse,Javascript,Europe,0,Uber,Windows,SWE 2,35.8
Gracie,Gonzales ,9,spaces,13,Visual Studio,C#,Europe,0,Amazon,MacOS,Principal Engineer,27.8
Kinsley,Valenzuela ,9,tabs,9,Intellij,Java,North America,0,Apple,Windows,SWE 2,34.8
Liliana,Underwood ,1,tabs,9,XCode,PHP,Africa,0,Microsoft,Windows,SWE 2,33.8
Leona,Leach ,8,spaces,14,Visual Studio,PHP,Antarctica,0,Twitter,Windows,SWE 2,32.4
Emory,Gardner ,1,tabs,8,Intellij,C,North America,3,Snapchat,Windows,SWE 1,32.9
Zayn,Riley ,1,spaces,18,Visual Studio,C++,Europe,0,Facebook,Linux,Distinguished Engineer,28.8
Tobias,King ,3,spaces,14,VSCode,C,Asia,0,Spotify,MacOS,Senior Engineer,28.2
Sophia,Pacheco ,3,tabs,6,XCode,Python,Asia,3,Uber,MacOS,Principal Engineer,38.2
Vivienne,Owen ,4,tabs,6,VSCode,C++,Antarctica,2,Uber,Windows,SWE 1,33.1
Tate,Khan ,4,tabs,6,Vim,Java,Asia,0,Spotify,MacOS,Senior Engineer,34.9
Aurora,Solis ,2,spaces,17,Visual Studio,Javascript,Antarctica,0,Apple,Windows,SWE 1,33
Jacqueline,Andersen ,3,tabs,5,pyCharm,Java,Antarctica,3,Microsoft,Linux,Distinguished Engineer,38.7
Carolina,Middleton ,4,spaces,15,Visual Studio,PHP,Europe,0,Amazon,MacOS,Senior Engineer,35.7
Leo,Wiggins ,2,spaces,16,Visual Studio,Java,Antarctica,1,Uber,Windows,SWE 2,31.2
Destiny,Costa ,6,tabs,8,Visual Studio,Python,Antarctica,0,Microsoft,Windows,SWE 2,36.5
Holly,Terry ,5,spaces,17,VSCode,R,Europe,2,Twitter,MacOS,Senior Engineer,33.3
Jessica,Vang ,2,tabs,5,Eclipse,Java,Asia,3,Spotify,Windows,SWE 1,32.8
Fabian,Contreras ,6,spaces,18,VSCode,C,North America,0,Microsoft,Linux,Principal Engineer,30.7
Makenzie,Gallagher ,6,spaces,15,VSCode,Python,North America,2,Amazon,Linux,Distinguished Engineer,32.1
Milan,Marin ,9,tabs,6,Visual Studio,Python,Europe,0,Microsoft,Windows,Senior Engineer,35.6
Benjamin,Mclaughlin ,1,tabs,9,Eclipse,Python,Africa,3,Snapchat,MacOS,Senior Engineer,32.5
Corbin,Williamson ,6,spaces,17,Vim,R,Asia,0,Twitter,Windows,SWE 2,26.8
Elliott,Byrd ,6,spaces,16,XCode,Python,Asia,1,Instagram,MacOS,Senior Engineer,31.5
Andy,Wagner ,9,spaces,13,Vim,R,Antarctica,0,Google,MacOS,Senior Engineer,36.7
Erik,Cabrera ,6,spaces,15,VSCode,R,Antarctica,0,Amazon,MacOS,Principal Engineer,34.2
Zayn,Fernandez ,1,spaces,19,Intellij,Swift,Antarctica,0,Netflix,Windows,SWE 1,27.8
Kaison,Ford ,7,tabs,7,XCode,Python,Africa,2,Instagram,Windows,SWE 1,22.5
Adriel,Harvey ,2,tabs,9,pyCharm,Javascript,Asia,1,Facebook,MacOS,Senior Engineer,31.4
Emiliano,Alexander ,3,tabs,8,Visual Studio,R,Africa,0,Google,Windows,SWE 1,28
Remington,Lugo ,7,tabs,6,VSCode,C#,Antarctica,0,Microsoft,MacOS,Senior Engineer,25
Mariana,Leon ,8,spaces,15,pyCharm,Python,North America,0,Microsoft,Windows,SWE 2,32.9
Fabian,Bowman ,3,spaces,14,Visual Studio,C,Antarctica,0,Google,MacOS,Principal Engineer,31.4
Vivian,Wheeler ,9,spaces,15,XCode,Java,Europe,3,Microsoft,Windows,SWE 2,33.9
Elsie,Ruiz ,7,spaces,16,VSCode,Java,Africa,3,Spotify,Linux,Principal Engineer,23.7
Blakely,Richard ,9,tabs,8,XCode,Python,North America,0,Twitter,MacOS,Principal Engineer,30.4
Greyson,Norris ,8,spaces,16,XCode,Javascript,North America,0,Facebook,Linux,Principal Engineer,30.4
Rafael,Carey ,9,spaces,17,XCode,Java,North America,0,Instagram,Windows,SWE 1,30.2
Journey,Jefferson ,8,spaces,14,VSCode,C,Antarctica,5,Apple,Linux,Distinguished Engineer,34
Anderson,Mercado ,10,tabs,8,VSCode,GO,North America,1,Apple,Windows,SWE 1,30.5
Carolina,Guerrero ,3,tabs,9,Eclipse,C++,Europe,2,Twitter,Windows,SWE 2,39.7
Azalea,Bailey ,6,spaces,14,Visual Studio,Java,Africa,0,Google,Linux,Principal Engineer,27.6
Tristan,Herring ,5,tabs,6,Visual Studio,C#,Antarctica,2,Google,Windows,SWE 2,45
Ariella,Fox ,9,tabs,6,Visual Studio,Javascript,Europe,0,Facebook,Windows,SWE 1,30.1
Brielle,Moran ,8,tabs,8,pyCharm,Java,Africa,0,Microsoft,Windows,SWE 1,32.2
Violet,Larsen ,7,spaces,15,Visual Studio,C,Africa,0,Apple,Windows,SWE 1,31.4
Rose,Nicholson ,3,tabs,7,Visual Studio,Java,Antarctica,1,Facebook,Windows,SWE 2,32.9
Landon,Harmon ,9,tabs,9,VSCode,Java,Europe,1,Twitter,Windows,SWE 1,41.3
Hallie,Blanchard ,4,tabs,9,Visual Studio,C#,Africa,3,Uber,MacOS,Senior Engineer,33.5
Jaxson,Rich ,4,spaces,15,VSCode,R,Africa,3,Netflix,Windows,SWE 2,26
Aurora,Jensen ,5,tabs,8,XCode,Python,Antarctica,0,Facebook,Windows,SWE 2,38.2
Zayden,Vincent ,7,tabs,8,Vim,Python,North America,0,Amazon,MacOS,Senior Engineer,32.4
Angelina,Leach ,5,spaces,18,Visual Studio,Javascript,Antarctica,0,Spotify,Windows,SWE 1,34.7
Adam,Livingston ,7,tabs,8,pyCharm,C#,North America,0,Twitter,Windows,SWE 2,35.5
Karson,Shannon ,5,spaces,18,Visual Studio,Python,Antarctica,0,Spotify,Windows,SWE 1,28
Isabella,Dunlap ,0,tabs,5,Visual Studio,Python,Europe,0,Facebook,MacOS,Principal Engineer,25
Sophia,Dunn ,7,spaces,20,Vim,C#,Antarctica,0,Google,Windows,SWE 2,25.8
Dakota,Leblanc ,9,tabs,8,VSCode,R,Europe,0,Apple,MacOS,Senior Engineer,35.8
Noel,Short ,5,spaces,20,Visual Studio,Python,Europe,0,Apple,Linux,Principal Engineer,32.8
Makayla,Garrison ,4,spaces,13,Visual Studio,C,Asia,0,Netflix,Windows,SWE 1,35.5
Kate,Livingston ,5,tabs,8,Visual Studio,Python,Antarctica,1,Snapchat,Windows,SWE 1,28.3
Grant,Martin ,4,spaces,16,Emacs,PHP,Antarctica,0,Apple,Windows,SWE 2,32.1
Moses,Haynes ,0,tabs,8,Eclipse,C#,Asia,1,Uber,Windows,SWE 2,40.2
Beau,Salazar ,9,spaces,16,Visual Studio,Python,North America,0,Amazon,Windows,SWE 1,35.7
Dante,Hicks ,6,tabs,7,Intellij,PHP,Africa,0,Apple,Linux,Principal Engineer,34.2
Samuel,Massey ,0,tabs,9,pyCharm,R,Africa,3,Apple,MacOS,Principal Engineer,23.8
Frances,Best ,10,spaces,15,Visual Studio,Python,North America,0,Amazon,Linux,Principal Engineer,36.5
Timothy,Arellano ,8,spaces,19,Vim,R,Africa,0,Instagram,Windows,SWE 2,33.8
Joanna,Alvarez ,5,tabs,5,Vim,PHP,Europe,0,Uber,Windows,SWE 1,29
Lila,Frost ,3,tabs,6,Visual Studio,C#,Asia,0,Uber,Linux,Distinguished Engineer,36.8
Sawyer,Kent ,6,tabs,6,Eclipse,Swift,Europe,0,Amazon,MacOS,Senior Engineer,30.9
Ari,Solis ,4,tabs,8,Visual Studio,R,Antarctica,4,Twitter,Windows,SWE 2,38.3
Dakota,Morgan ,5,spaces,15,Visual Studio,GO,North America,2,Uber,MacOS,Senior Engineer,31.3
Iris,Ryan ,6,spaces,20,pyCharm,C,North America,0,Instagram,Windows,SWE 1,35.1
